,LAT_LONG_YEAR,TAR_COUNT,LAT,LONG,YEAR,LAT_LONG,DAU_CODE,DAU_YEAR,DAU_NAME,APPLIED_WATER_ACRE,PRECIP_AF_ACRE,MEAN_TEMPC,RICE_PERCENT_DAU,DEV_HIGH_PERCENT_DAU,DEV_LOW_PERCENT_DAU,DEV_MED_PERCENT_DAU,DEV_OPEN_PERCENT_DAU,DEV_TOTAL_PERCENT_DAU,OPENWATER_PERCENT_DAU,WETLAND_PERCENT_DAU,DAU_CENTER_LAT,DAU_CENTER_LONG,AG2010,AG_TOTAL_PERCENT_DAU2015,SD,CV,PIP_QNX_COUNT,ERY_COUNT,THR_COUNT,STG_COUNT,PIP_QNX_SD,ERY_SD,THR_SD,STG_SD,PIP_QNX_CV,ERY_CV,THR_CV,STG_CV,CX_OTHER_COUNT,CX_OTHER_SD,CX_OTHER_CV
717,33.921944_-118.425556_2004,0.029411765,33.921944,-118.425556,2004,33.921944_-118.425556,89,89_2004,Coastal,0.005637199,1.062444071,19.71077782,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.171498585,583.0951837,10.58823529,0,0,0,11.38610969,0,0,0,107.5354804,,,,10.58823529,11.38610969,107.5354804
718,33.921944_-118.425556_2005,0.057142857,33.921944,-118.425556,2005,33.921944_-118.425556,89,89_2005,Coastal,0.005063306,2.31826386,19.42553474,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.338061702,591.6079798,29.91428571,0,0,0,42.89410451,0,0,0,143.3900342,,,,29.91428571,42.89410451,143.3900342
719,33.921944_-118.425556_2006,0,33.921944,-118.425556,2006,33.921944_-118.425556,89,89_2006,Coastal,0.00366733,0.874042832,20.38661805,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0,0,7.685714286,0,0,0,13.84530379,0,0,0,180.1433578,,,,7.685714286,13.84530379,180.1433578
720,33.921944_-118.425556_2007,0.085714286,33.921944,-118.425556,2007,33.921944_-118.425556,89,89_2007,Coastal,0.007185587,0.308225596,20.01806251,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.373491363,435.7399222,3.8,0,0,0,7.214364755,0,0,0,189.8517041,,,,3.8,7.214364755,189.8517041
721,33.921944_-118.425556_2008,0.171428571,33.921944,-118.425556,2008,33.921944_-118.425556,89,89_2008,Coastal,0.00600709,1.015012578,20.66498606,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.452815654,264.1424657,3.257142857,0,0,0,4.919007893,0,0,0,151.0221722,,,,3.257142857,4.919007893,151.0221722
722,33.921944_-118.425556_2009,0,33.921944,-118.425556,2009,33.921944_-118.425556,89,89_2009,Coastal,0.00558131,0.731163271,19.99371526,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0,0,0.882352941,0.029411765,0,0,1.590972751,0.171498585,0,0,180.3102452,583.0951895,,,0.911764706,1.583391968,173.6623449
723,33.921944_-118.425556_2010,0.028571429,33.921944,-118.425556,2010,33.921944_-118.425556,89,89_2010,Coastal,0.004769806,1.431626248,18.84091663,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.169030851,591.6079694,5.685714286,0,0,0,10.38882722,0,0,0,182.7180668,,,,5.685714286,10.38882722,182.7180668
724,33.922018_-117.570699_2010,8.375,33.922018,-117.570699,2010,33.922018_-117.570699,98,98_2010,Riverside North,0.087372032,1.289678784,19.8877052,0,1.253670017,14.42197793,13.80706369,15.47440697,44.95711861,0.712816283,1.020573764,33.88252475,-117.3919649,1.293492124,16.06453558,9.555975443,114.1011993,0.5625,49.8125,0.0625,2,1.030776406,59.21060575,0.25,2.633122354,183.2491389,118.8669626,400,131.6561177,52.4375,60.44056998,115.262112
725,33.923265_-117.615284_2007,13,33.923265,-117.615284,2007,33.923265_-117.615284,98,98_2007,Riverside North,0.140796972,0.22541292,21.07956155,0,1.253670017,14.42197793,13.80706369,15.47440697,44.95711861,0.712816283,1.020573764,33.88252475,-117.3919649,1.293492124,16.06453558,20.53568323,157.9667941,4.045454545,55.5,0,0.136363636,6.035429308,98.50199418,0,0.351250087,149.1903874,177.4810706,,257.5833969,59.68181818,97.21276928,162.8850666
726,33.923265_-117.615284_2008,20.9047619,33.923265,-117.615284,2008,33.923265_-117.615284,98,98_2008,Riverside North,0.119695039,0.830940237,21.93780787,0,1.253670017,14.42197793,13.80706369,15.47440697,44.95711861,0.712816283,1.020573764,33.88252475,-117.3919649,1.293492124,16.06453558,17.32023314,82.85305151,3.285714286,10.42857143,0.19047619,0.80952381,7.308507762,14.53468757,0.872871561,1.503963019,222.4328449,139.3737165,458.2575695,185.783667,14.71428571,20.01535125,136.026659
727,33.923265_-117.615284_2010,6.384615385,33.923265,-117.615284,2010,33.923265_-117.615284,98,98_2010,Riverside North,0.087372032,1.289678784,19.8877052,0,1.253670017,14.42197793,13.80706369,15.47440697,44.95711861,0.712816283,1.020573764,33.88252475,-117.3919649,1.293492124,16.06453558,7.127843562,111.6409233,0.192307692,246.4230769,0.038461538,1.692307692,0.693929724,291.8406652,0.196116135,6.491651443,360.8434564,118.4307366,509.9019514,383.5975853,248.3461538,291.5403152,117.3927241
728,33.923333_-118.425556_2000,0.142857143,33.923333,-118.425556,2000,33.923333_-118.425556,89,89_2000,Coastal,0.007284098,0.983203354,19.55515975,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.534522484,374.1657383,7.5,0,0,0.071428571,14.0753467,0,0,0.267261242,187.6712893,,,374.1657387,7.571428571,14.16232426,187.0495658
729,33.923333_-118.425556_2001,0.294117647,33.923333,-118.425556,2001,33.923333_-118.425556,89,89_2001,Coastal,0.005538326,1.353932274,19.12208336,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,1.714985851,583.0951896,29.58823529,0,0,0,56.07036577,0,0,0,189.5022302,,,,29.58823529,56.07036577,189.5022302
730,33.923333_-118.425556_2002,0.205882353,33.923333,-118.425556,2002,33.923333_-118.425556,89,89_2002,Coastal,0.008095927,0.457709856,18.88965972,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,1.038046293,504.1939137,12.79411765,0,0,0,13.602093,0,0,0,106.3152097,,,,12.79411765,13.602093,106.3152097
731,33.923333_-118.425556_2003,0.147058824,33.923333,-118.425556,2003,33.923333_-118.425556,89,89_2003,Coastal,0.003583364,1.231155883,19.50888893,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.609637396,414.5534276,11.97058824,0,0,0,14.41692039,0,0,0,120.43619,,,,11.97058824,14.41692039,120.43619
732,33.923333_-118.425556_2004,0,33.923333,-118.425556,2004,33.923333_-118.425556,89,89_2004,Coastal,0.005637199,1.062444071,19.71077782,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0,0,11.05882353,0,0,0,12.23492561,0,0,0,110.6349656,,,,11.05882353,12.23492561,110.6349656
733,33.923333_-118.425556_2005,0.028571429,33.923333,-118.425556,2005,33.923333_-118.425556,89,89_2005,Coastal,0.005063306,2.31826386,19.42553474,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.169030851,591.6079694,18.8,0,0,0,27.56681722,0,0,0,146.6320065,,,,18.8,27.56681722,146.6320065
734,33.923333_-118.425556_2006,0.171428571,33.923333,-118.425556,2006,33.923333_-118.425556,89,89_2006,Coastal,0.00366733,0.874042832,20.38661805,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.513678446,299.6457611,7.2,0,0,0,12.48716989,0,0,0,173.4329151,,,,7.2,12.48716989,173.4329151
735,33.923333_-118.425556_2007,0.142857143,33.923333,-118.425556,2007,33.923333_-118.425556,89,89_2007,Coastal,0.007185587,0.308225596,20.01806251,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.550019098,385.0133684,8.685714286,0,0,0,14.76237552,0,0,0,169.9615603,,,,8.685714286,14.76237552,169.9615603
736,33.923333_-118.425556_2008,0.228571429,33.923333,-118.425556,2008,33.923333_-118.425556,89,89_2008,Coastal,0.00600709,1.015012578,20.66498606,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.645605702,282.4524942,3.657142857,0,0,0,5.97023429,0,0,0,163.2485939,,,,3.657142857,5.97023429,163.2485939
737,33.923333_-118.425556_2009,0,33.923333,-118.425556,2009,33.923333_-118.425556,89,89_2009,Coastal,0.00558131,0.731163271,19.99371526,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0,0,2.147058824,0,0,0,3.076128548,0,0,0,143.2717406,,,,2.147058824,3.076128548,143.2717406
738,33.923333_-118.425556_2010,0,33.923333,-118.425556,2010,33.923333_-118.425556,89,89_2010,Coastal,0.004769806,1.431626248,18.84091663,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0,0,11.85714286,0,0,0,19.33929687,0,0,0,163.1025037,,,,11.85714286,19.33929687,163.1025037
739,33.923611_-118.425833_2001,0.060606061,33.923611,-118.425833,2001,33.923611_-118.425833,89,89_2001,Coastal,0.005538326,1.353932274,19.12208336,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.242305842,399.8046372,20.33333333,0,0,0,40.26449015,0,0,0,198.0220827,,,,20.33333333,40.26449015,198.0220827
740,33.923611_-118.425833_2002,0.028571429,33.923611,-118.425833,2002,33.923611_-118.425833,89,89_2002,Coastal,0.008095927,0.457709856,18.88965972,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.169030851,591.6079694,6.114285714,0,0,0,8.989442921,0,0,0,147.0235992,,,,6.114285714,8.989442921,147.0235992
741,33.923611_-118.425833_2003,0.176470588,33.923611,-118.425833,2003,33.923611_-118.425833,89,89_2003,Coastal,0.003583364,1.231155883,19.50888893,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.458626952,259.8886064,5.058823529,0,0,0,12.68724288,0,0,0,250.794336,,,,5.058823529,12.68724288,250.794336
742,33.923611_-118.425833_2004,0.029411765,33.923611,-118.425833,2004,33.923611_-118.425833,89,89_2004,Coastal,0.005637199,1.062444071,19.71077782,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.171498585,583.0951837,11.20588235,0,0,0,15.95216222,0,0,0,142.3552534,,,,11.20588235,15.95216222,142.3552534
743,33.923611_-118.425833_2005,0.057142857,33.923611,-118.425833,2005,33.923611_-118.425833,89,89_2005,Coastal,0.005063306,2.31826386,19.42553474,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.235504108,412.13219,12.05714286,0,0,0.028571429,16.94791824,0,0,0.169030851,140.563303,,,591.6079783,12.08571429,16.93477353,140.1222396
744,33.923611_-118.425833_2006,0.028571429,33.923611,-118.425833,2006,33.923611_-118.425833,89,89_2006,Coastal,0.00366733,0.874042832,20.38661805,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.169030851,591.6079694,5.885714286,0,0,0,11.15076212,0,0,0,189.4546962,,,,5.885714286,11.15076212,189.4546962
745,33.923611_-118.425833_2007,0.228571429,33.923611,-118.425833,2007,33.923611_-118.425833,89,89_2007,Coastal,0.007185587,0.308225596,20.01806251,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.770244968,336.9821729,4.742857143,0,0,0,8.413374706,0,0,0,177.3904306,,,,4.742857143,8.413374706,177.3904306
746,33.923611_-118.425833_2008,0.176470588,33.923611,-118.425833,2008,33.923611_-118.425833,89,89_2008,Coastal,0.00600709,1.015012578,20.66498606,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.386952995,219.2733641,2.117647059,0,0,0,4.456963947,0,0,0,210.467742,,,,2.117647059,4.456963947,210.467742
747,33.923611_-118.425833_2009,0,33.923611,-118.425833,2009,33.923611_-118.425833,89,89_2009,Coastal,0.00558131,0.731163271,19.99371526,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0,0,1.764705882,0,0,0,3.247925431,0,0,0,184.0491078,,,,1.764705882,3.247925431,184.0491078
748,33.923611_-118.425833_2010,0.028571429,33.923611,-118.425833,2010,33.923611_-118.425833,89,89_2010,Coastal,0.004769806,1.431626248,18.84091663,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.169030851,591.6079694,7.4,0,0,0,11.20714058,0,0,0,151.4478457,,,,7.4,11.20714058,151.4478457
749,33.924722_-117.58_2006,1.307692308,33.924722,-117.58,2006,33.924722_-117.58,98,98_2006,Riverside North,0.127858963,0.610550432,21.55682833,0,1.253670017,14.42197793,13.80706369,15.47440697,44.95711861,0.712816283,1.020573764,33.88252475,-117.3919649,1.293492124,16.06453558,1.797434069,137.4508405,3.384615385,1.461538462,0.076923077,2.692307692,4.908130356,1.808101427,0.277350098,3.449265994,145.0129423,123.7122029,360.5551275,128.1155941,7.615384615,8.322043635,109.2793609
750,33.925796_-117.523713_2009,4.730769231,33.925796,-117.523713,2009,33.925796_-117.523713,98,98_2009,Riverside North,0.110982486,0.643758917,21.33730409,0,1.253670017,14.42197793,13.80706369,15.47440697,44.95711861,0.712816283,1.020573764,33.88252475,-117.3919649,1.293492124,16.06453558,8.48319606,179.3195915,1.038461538,14.73076923,0.076923077,3.076923077,1.427747015,18.67095647,0.271746488,4.381078195,137.4867496,126.7480073,353.2704347,142.3850413,18.92307692,21.50520509,113.6453928
751,33.925833_-117.659722_2006,0.65625,33.925833,-117.659722,2006,33.925833_-117.659722,100,100_2006,San Bernardino,0.077859815,1.485342053,18.69906252,0,1.373356982,12.04549458,13.25729379,9.743211907,36.41935726,0.347732483,0.115061002,34.14519394,-117.27804,0.359371484,5.080295155,1.770900536,269.8515103,1.875,0,0,0.3125,3.128949118,0,0,0.780301844,166.8772863,,,249.6965901,2.1875,3.578046863,163.5678566
752,33.925833_-117.659722_2007,0.2,33.925833,-117.659722,2007,33.925833_-117.659722,100,100_2007,San Bernardino,0.084729561,0.497379242,18.65842446,0,1.373356982,12.04549458,13.25729379,9.743211907,36.41935726,0.347732483,0.115061002,34.14519394,-117.27804,0.359371484,5.080295155,0.632455532,316.227766,1.571428571,0.057142857,0,0.057142857,3.380617019,0.338061702,0,0.235504108,215.1301739,591.6079783,,412.132189,1.685714286,3.529467787,209.3752077
753,33.925833_-117.659722_2008,13,33.925833,-117.659722,2008,33.925833_-117.659722,100,100_2008,San Bernardino,0.073397085,1.754600959,19.16656684,0,1.373356982,12.04549458,13.25729379,9.743211907,36.41935726,0.347732483,0.115061002,34.14519394,-117.27804,0.359371484,5.080295155,18.1228447,139.4064977,17.72727273,0.03030303,0,0.121212121,27.79419086,0.174077656,0,0.545296694,156.7877433,574.4562647,,449.8697728,17.87878788,27.70464489,154.9581833
754,33.925833_-117.659722_2009,7.333333333,33.925833,-117.659722,2009,33.925833_-117.659722,100,100_2009,San Bernardino,0.070619646,1.16923091,18.58228302,0,1.373356982,12.04549458,13.25729379,9.743211907,36.41935726,0.347732483,0.115061002,34.14519394,-117.27804,0.359371484,5.080295155,12.21737974,166.6006329,4.633333333,0.7,0,0.533333333,7.801340881,3.312983862,0,2.388670577,168.3742636,473.2834088,,447.8757332,5.866666667,9.768822092,166.5140129
755,33.925833_-117.659722_2010,3.382352941,33.925833,-117.659722,2010,33.925833_-117.659722,100,100_2010,San Bernardino,0.060990434,2.377553505,17.25352429,0,1.373356982,12.04549458,13.25729379,9.743211907,36.41935726,0.347732483,0.115061002,34.14519394,-117.27804,0.359371484,5.080295155,5.778826062,170.8522488,0.764705882,0,0,0.235294118,1.280597009,0,0,0.553710543,167.4626858,,,235.3269808,1,1.456438163,145.6438163
756,33.926111_-118.426389_2000,0,33.926111,-118.426389,2000,33.926111_-118.426389,89,89_2000,Coastal,0.007284098,0.983203354,19.55515975,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0,0,3.642857143,0,0,0,3.54329579,0,0,0,97.26694325,,,,3.642857143,3.54329579,97.26694325
757,33.926111_-118.426389_2001,0,33.926111,-118.426389,2001,33.926111_-118.426389,89,89_2001,Coastal,0.005538326,1.353932274,19.12208336,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0,0,8.264705882,0,0,0,14.95712828,0,0,0,180.9759293,,,,8.264705882,14.95712828,180.9759293
758,33.926111_-118.426389_2002,0.028571429,33.926111,-118.426389,2002,33.926111_-118.426389,89,89_2002,Coastal,0.008095927,0.457709856,18.88965972,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.169030851,591.6079694,3.485714286,0,0,0,3.681203676,0,0,0,105.6083022,,,,3.485714286,3.681203676,105.6083022
759,33.926111_-118.426389_2003,0.03030303,33.926111,-118.426389,2003,33.926111_-118.426389,89,89_2003,Coastal,0.003583364,1.231155883,19.50888893,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.174077656,574.4562704,8.666666667,0,0,0,11.84447832,0,0,0,136.6670575,,,,8.666666667,11.84447832,136.6670575
760,33.926111_-118.426389_2004,0,33.926111,-118.426389,2004,33.926111_-118.426389,89,89_2004,Coastal,0.005637199,1.062444071,19.71077782,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0,0,12.82352941,0,0,0,16.69235098,0,0,0,130.1697094,,,,12.82352941,16.69235098,130.1697094
761,33.926111_-118.426389_2005,0.028571429,33.926111,-118.426389,2005,33.926111_-118.426389,89,89_2005,Coastal,0.005063306,2.31826386,19.42553474,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.169030851,591.6079694,16.94285714,0,0,0,25.38172439,0,0,0,149.8078168,,,,16.94285714,25.38172439,149.8078168
762,33.926111_-118.426389_2006,0.028571429,33.926111,-118.426389,2006,33.926111_-118.426389,89,89_2006,Coastal,0.00366733,0.874042832,20.38661805,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.169030851,591.6079694,5.285714286,0,0,0,7.994746174,0,0,0,151.2519546,,,,5.285714286,7.994746174,151.2519546
763,33.926111_-118.426389_2007,0.057142857,33.926111,-118.426389,2007,33.926111_-118.426389,89,89_2007,Coastal,0.007185587,0.308225596,20.01806251,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.235504108,412.13219,11.54285714,0,0,0,16.80396112,0,0,0,145.5788711,,,,11.54285714,16.80396112,145.5788711
764,33.926111_-118.426389_2008,0.057142857,33.926111,-118.426389,2008,33.926111_-118.426389,89,89_2008,Coastal,0.00600709,1.015012578,20.66498606,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.235504108,412.13219,4.942857143,0.028571429,0,0,8.774772855,0.169030851,0,0,177.5243063,591.6079783,,,4.971428571,8.759820419,176.2032843
765,33.926111_-118.426389_2009,0,33.926111,-118.426389,2009,33.926111_-118.426389,89,89_2009,Coastal,0.00558131,0.731163271,19.99371526,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0,0,3.411764706,0,0,0,4.30727114,0,0,0,126.2476024,,,,3.411764706,4.30727114,126.2476024
766,33.926111_-118.426389_2010,0,33.926111,-118.426389,2010,33.926111_-118.426389,89,89_2010,Coastal,0.004769806,1.431626248,18.84091663,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0,0,7.8,0,0,0,11.63615057,0,0,0,149.1814175,,,,7.8,11.63615057,149.1814175
767,33.926111_-118.426667_1998,18.72972973,33.926111,-118.426667,1998,33.926111_-118.426667,89,89_1998,Coastal,0.005847643,2.569220192,19.44153471,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,63.33668791,338.1612486,20.35135135,0,0,0.297297297,20.64140421,0,0,1.48819176,101.4252265,,,500.573592,20.64864865,20.96851637,101.5490976
768,33.926111_-118.426667_1999,0.413793103,33.926111,-118.426667,1999,33.926111_-118.426667,89,89_1999,Coastal,0.006915495,0.626308664,18.84475697,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.907006118,219.1931455,20.96551724,0.034482759,0,0.034482759,22.52852598,0.185695338,0,0.185695338,107.4551404,538.5164807,,538.5164807,21.03448276,22.58394303,107.3662865
769,33.926111_-118.426667_2000,0.424242424,33.926111,-118.426667,2000,33.926111_-118.426667,89,89_2000,Coastal,0.007284098,0.983203354,19.55515975,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,1.146470209,270.2394065,11.3030303,0.181818182,0,0.03030303,14.42325563,1.044465936,0,0.174077656,127.6052107,574.4562647,,574.4562647,11.51515152,14.33553542,124.4928076
770,33.926111_-118.426667_2001,0.411764706,33.926111,-118.426667,2001,33.926111_-118.426667,89,89_2001,Coastal,0.005538326,1.353932274,19.12208336,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,2.061444728,500.6365767,12.97058824,0,0,0,23.00788441,0,0,0,177.3850499,,,,12.97058824,23.00788441,177.3850499
771,33.926111_-118.426667_2002,0.114285714,33.926111,-118.426667,2002,33.926111_-118.426667,89,89_2002,Coastal,0.008095927,0.457709856,18.88965972,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.403763805,353.2933301,2.371428571,0,0,0,3.209230385,0,0,0,135.3289921,,,,2.371428571,3.209230385,135.3289921
772,33.926111_-118.426667_2003,0.029411765,33.926111,-118.426667,2003,33.926111_-118.426667,89,89_2003,Coastal,0.003583364,1.231155883,19.50888893,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.171498585,583.0951837,5.029411765,0,0,0,10.7011336,0,0,0,212.7710774,,,,5.029411765,10.7011336,212.7710774
773,33.926111_-118.426667_2004,0,33.926111,-118.426667,2004,33.926111_-118.426667,89,89_2004,Coastal,0.005637199,1.062444071,19.71077782,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0,0,7.264705882,0,0,0,11.86364149,0,0,0,163.3051864,,,,7.264705882,11.86364149,163.3051864
774,33.926111_-118.426667_2005,0.028571429,33.926111,-118.426667,2005,33.926111_-118.426667,89,89_2005,Coastal,0.005063306,2.31826386,19.42553474,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.169030851,591.6079694,6.228571429,0,0,0.085714286,11.55825581,0,0,0.284028641,185.5683272,,,331.3667478,6.314285714,11.64365879,184.401836
775,33.926111_-118.426667_2006,0.088235294,33.926111,-118.426667,2006,33.926111_-118.426667,89,89_2006,Coastal,0.00366733,0.874042832,20.38661805,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.287902241,326.2892072,2.235294118,0,0,0,4.84335736,0,0,0,216.6765135,,,,2.235294118,4.84335736,216.6765135
776,33.926111_-118.426667_2007,0.028571429,33.926111,-118.426667,2007,33.926111_-118.426667,89,89_2007,Coastal,0.007185587,0.308225596,20.01806251,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.169030851,591.6079694,1.942857143,0,0,0,4.079668795,0,0,0,209.9829527,,,,1.942857143,4.079668795,209.9829527
777,33.926111_-118.426667_2008,0.171428571,33.926111,-118.426667,2008,33.926111_-118.426667,89,89_2008,Coastal,0.00600709,1.015012578,20.66498606,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0.452815654,264.1424657,1.571428571,0,0,0,2.428818574,0,0,0,154.561182,,,,1.571428571,2.428818574,154.561182
778,33.926111_-118.426667_2009,0,33.926111,-118.426667,2009,33.926111_-118.426667,89,89_2009,Coastal,0.00558131,0.731163271,19.99371526,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0,0,1.029411765,0,0,0,1.641973944,0,0,0,159.5060402,,,,1.029411765,1.641973944,159.5060402
779,33.926111_-118.426667_2010,0,33.926111,-118.426667,2010,33.926111_-118.426667,89,89_2010,Coastal,0.004769806,1.431626248,18.84091663,0,23.92203559,11.84456746,46.08242907,8.403494327,90.25252645,0.131718199,0.065609894,33.94551872,-118.2648741,0.007751536,0.545065552,0,0,3.314285714,0,0,0,4.632185538,0,0,0,139.7642188,,,,3.314285714,4.632185538,139.7642188
